,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year,title,show_type_tour,tour_opening,tour_closing,original_or_revival,reference_url,year_tour_opening,year_nyc_opening,opening_date_nyc,closing_date_nyc,production_type_nyc,show_type_nyc,n_performances_nyc
1443,wicked (tour: emerald city),"Buffalo, NY","Apr 26, 2011 - May 22, 2011",Shea's Performing Arts Center,2011-04-26 00:00:00,2011-05-22 00:00:00,514,US-NY-514,Buffalo NY,2011,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1444,wicked (tour: emerald city),"Buffalo, NY","Jun 18, 2008 - Jul 13, 2008",Shea's Performing Arts Center,2008-06-18 00:00:00,2008-07-13 00:00:00,514,US-NY-514,Buffalo NY,2008,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1445,wicked (tour: emerald city),"Syracuse, NY","Jan 12, 2010 - Jan 31, 2010",Crouse-Hinds Theater - Mulroy Civic Center at Oncenter,2010-01-12 00:00:00,2010-01-31 00:00:00,555,US-NY-555,Syracuse NY,2010,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1446,wicked (tour: emerald city),"Ottawa, ON","Aug 12, 2008 - Aug 31, 2008",National Arts Centre:  Opera Stage,2008-08-12 00:00:00,2008-08-31 00:00:00,ON,CA-ON,Ontario,2008,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1447,wicked (tour: emerald city),"Rochester, NY","Apr 13, 2010 - May 02, 2010",Auditorium Theatre - Rochester,2010-04-13 00:00:00,2010-05-02 00:00:00,538,US-NY-538,Rochester NY,2010,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1448,wicked (tour: emerald city),"Rochester, NY","May 28, 2008 - Jun 15, 2008",Auditorium Theatre - Rochester,2008-05-28 00:00:00,2008-06-15 00:00:00,538,US-NY-538,Rochester NY,2008,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1449,wicked (tour: emerald city),"Hartford, CT","Aug 23, 2011 - Sep 11, 2011",Bushnell,2011-08-23 00:00:00,2011-09-11 00:00:00,533,US-CT-533,Hartford & New Haven CT,2011,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1450,wicked (tour: emerald city),"Hartford, CT","Nov 14, 2007 - Dec 09, 2007",Bushnell,2007-11-14 00:00:00,2007-12-09 00:00:00,533,US-CT-533,Hartford & New Haven CT,2007,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1451,wicked (tour: emerald city),"Hartford, CT","Dec 06, 2005 - Dec 18, 2005",Bushnell,2005-12-06 00:00:00,2005-12-18 00:00:00,533,US-CT-533,Hartford & New Haven CT,2005,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1452,wicked (tour: emerald city),"Sacramento, CA","May 28, 2014 - Jun 15, 2014",Sacramento Community Center Theater,2014-05-28 00:00:00,2014-06-15 00:00:00,862,US-CA-862,Sacramento-Stockton-Modesto CA,2014,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1453,wicked (tour: emerald city),"Sacramento, CA","May 22, 2012 - Jun 17, 2012",Sacramento Community Center Theater,2012-05-22 00:00:00,2012-06-17 00:00:00,862,US-CA-862,Sacramento-Stockton-Modesto CA,2012,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1454,wicked (tour: emerald city),"East Lansing, MI","Jul 15, 2008 - Aug 10, 2008",Wharton Center for the Performing Arts,2008-07-15 00:00:00,2008-08-10 00:00:00,551,US-MI-551,Lansing MI,2008,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1455,wicked (tour: emerald city),"East Lansing, MI","Jul 11, 2007 - Jul 22, 2007",Wharton Center for the Performing Arts,2007-07-11 00:00:00,2007-07-22 00:00:00,551,US-MI-551,Lansing MI,2007,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1456,wicked (tour: emerald city),"Kansas City, MO","May 06, 2008 - May 25, 2008",Municipal Auditorium Music Hall,2008-05-06 00:00:00,2008-05-25 00:00:00,616,US-MO-616,Kansas City MO,2008,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1457,wicked (tour: emerald city),"Tucson, AZ","Mar 19, 2013 - Apr 07, 2013",Music Hall,2013-03-19 00:00:00,2013-04-07 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1458,wicked (tour: emerald city),"Peoria, IL","Oct 11, 2011 - Oct 30, 2011",Peoria Civic Center Theatre,2011-10-11 00:00:00,2011-10-30 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2011,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1459,wicked (tour: emerald city),"Las Vegas, NV","Oct 08, 2014 - Nov 09, 2014",The Smith Center,2014-10-08 00:00:00,2014-11-09 00:00:00,839,US-NV-839,Las Vegas NV,2014,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1460,wicked (tour: emerald city),"Las Vegas, NV","Aug 29, 2012 - Oct 07, 2012",The Smith Center,2012-08-29 00:00:00,2012-10-07 00:00:00,839,US-NV-839,Las Vegas NV,2012,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1461,wicked (tour: emerald city),"El Paso, TX","Feb 01, 2012 - Feb 12, 2012",The Plaza Theatre,2012-02-01 00:00:00,2012-02-12 00:00:00,765,US-TX-765,El Paso TX,2012,wicked,Musical,2005-03-09 00:00:00,2015-03-15 00:00:00,Original,http://www.ibdb.com/broadway-production/wicked-500327#Tours,2005.0,2003.0,2003-10-30,,Original Production,Musical,
1462,wicked (tour: munchkinland),"Houston, TX","Jul 06, 2016 - Aug 14, 2016",Hobby Center For The Performing Arts,2016-07-06 00:00:00,2016-08-14 00:00:00,618,US-TX-618,Houston TX,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1463,wicked (tour: munchkinland),"Houston, TX","Jun 23, 2021 - Aug 01, 2021",Hobby Center For The Performing Arts,2021-06-23 00:00:00,2021-08-01 00:00:00,618,US-TX-618,Houston TX,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1464,wicked (tour: munchkinland),"Greenville, SC","Jan 28, 2015 - Feb 15, 2015",Peace Center For The Performing Arts,2015-01-28 00:00:00,2015-02-15 00:00:00,567,US-SC-567,"Greenville-Spartanburg SC-Asheville NC-Anderson SC,",2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1465,wicked (tour: munchkinland),"St. Louis, MO","Dec 04, 2019 - Dec 29, 2019",Fox Theatre - St. Louis,2019-12-04 00:00:00,2019-12-29 00:00:00,609,US-IL-609,St. Louis MO,2005,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1466,wicked (tour: munchkinland),"St. Louis, MO","Dec 09, 2015 - Jan 03, 2016",Fox Theatre - St. Louis,2015-12-09 00:00:00,2016-01-03 00:00:00,609,US-IL-609,St. Louis MO,2019,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1467,wicked (tour: munchkinland),"St. Louis, MO","Dec 11, 2012 - Jan 06, 2013",Fox Theatre - St. Louis,2012-12-11 00:00:00,2013-01-06 00:00:00,609,US-IL-609,St. Louis MO,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1468,wicked (tour: munchkinland),"Salt Lake City, UT","Jan 30, 2019 - Mar 03, 2019",George S. and Dolores Doré Eccles Theater,2019-01-30 00:00:00,2019-03-03 00:00:00,770,US-NV-770,Salt Lake City UT,2009,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1469,wicked (tour: munchkinland),"Detroit, MI","Aug 08, 2018 - Sep 02, 2018",Detroit Opera House,2018-08-08 00:00:00,2018-09-02 00:00:00,505,US-MI-505,Detroit MI,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1470,wicked (tour: munchkinland),"Detroit, MI","Dec 10, 2014 - Jan 04, 2015",Detroit Opera House,2014-12-10 00:00:00,2015-01-04 00:00:00,505,US-MI-505,Detroit MI,2014,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1471,wicked (tour: munchkinland),"Detroit, MI","Dec 06, 2011 - Jan 01, 2012",Detroit Opera House,2011-12-06 00:00:00,2012-01-01 00:00:00,505,US-MI-505,Detroit MI,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1472,wicked (tour: munchkinland),"New Orleans, LA","Oct 02, 2019 - Oct 13, 2019",Saenger Theatre (LA),2019-10-02 00:00:00,2019-10-13 00:00:00,622,US-LA-622,New Orleans LA,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1473,wicked (tour: munchkinland),"New Orleans, LA","May 25, 2016 - Jun 19, 2016",Saenger Theatre (LA),2016-05-25 00:00:00,2016-06-19 00:00:00,622,US-LA-622,New Orleans LA,2014,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1474,wicked (tour: munchkinland),"San Francisco, CA","Mar 09, 2016 - Apr 16, 2016",Orpheum Theatre - San Francisco,2016-03-09 00:00:00,2016-04-16 00:00:00,807,US-CA-807,San Francisco-Oakland-San Jose CA,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1475,wicked (tour: munchkinland),"Albuquerque, NM","Oct 17, 2018 - Oct 28, 2018",Popejoy Hall,2018-10-17 00:00:00,2018-10-28 00:00:00,790,US-NM-790,Albuquerque-Santa Fe NM,2013,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1476,wicked (tour: munchkinland),"Albuquerque, NM","Jan 25, 2011 - Feb 13, 2011",Popejoy Hall,2011-01-25 00:00:00,2011-02-13 00:00:00,790,US-NM-790,Albuquerque-Santa Fe NM,2012,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1477,wicked (tour: munchkinland),"Portland, OR","Jul 10, 2019 - Jul 28, 2019",Keller Auditorium,2019-07-10 00:00:00,2019-07-28 00:00:00,820,US-OR-820,Portland OR,2005,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1478,wicked (tour: munchkinland),"Minneapolis, MN","Apr 12, 2017 - May 14, 2017",Orpheum Theatre - Minneapolis,2017-04-12 00:00:00,2017-05-14 00:00:00,613,US-MN-613,Minneapolis-St. Paul MN,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1479,wicked (tour: munchkinland),"Minneapolis, MN","Aug 10, 2010 - Sep 19, 2010",Orpheum Theatre - Minneapolis,2010-08-10 00:00:00,2010-09-19 00:00:00,613,US-MN-613,Minneapolis-St. Paul MN,2010,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1480,wicked (tour: munchkinland),"Madison, WI","Mar 11, 2020 - Mar 12, 2020",Overture Center,2020-03-11 00:00:00,2020-03-12 00:00:00,669,US-WI-669,Madison WI,2017,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1481,wicked (tour: munchkinland),"Madison, WI","Oct 21, 2015 - Nov 01, 2015",Overture Center,2015-10-21 00:00:00,2015-11-01 00:00:00,669,US-WI-669,Madison WI,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1482,wicked (tour: munchkinland),"Madison, WI","May 21, 2013 - Jun 09, 2013",Overture Center,2013-05-21 00:00:00,2013-06-09 00:00:00,669,US-WI-669,Madison WI,2012,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1483,wicked (tour: munchkinland),"Madison, WI","Sep 21, 2010 - Oct 10, 2010",Overture Center,2010-09-21 00:00:00,2010-10-10 00:00:00,669,US-WI-669,Madison WI,2017,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1484,wicked (tour: munchkinland),"Richmond, VA","Oct 04, 2011 - Oct 16, 2011",Altria Theater,2011-10-04 00:00:00,2011-10-16 00:00:00,556,US-VA-556,Richmond-Petersburg VA,2005,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1485,wicked (tour: munchkinland),"Richmond, VA","Mar 09, 2010 - Mar 28, 2010",Altria Theater,2010-03-09 00:00:00,2010-03-28 00:00:00,556,US-VA-556,Richmond-Petersburg VA,2006,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1486,wicked (tour: munchkinland),"Schenectady, NY","Mar 01, 2017 - Mar 12, 2017",Proctors,2017-03-01 00:00:00,2017-03-12 00:00:00,523,US-NY-523,Albany-Schenactady-Troy NY,2019,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1487,wicked (tour: munchkinland),"Schenectady, NY","Nov 06, 2012 - Nov 25, 2012",Proctors,2012-11-06 00:00:00,2012-11-25 00:00:00,523,US-NY-523,Albany-Schenactady-Troy NY,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1488,wicked (tour: munchkinland),"Schenectady, NY","Dec 08, 2009 - Jan 03, 2010",Proctors,2009-12-08 00:00:00,2010-01-03 00:00:00,523,US-NY-523,Albany-Schenactady-Troy NY,2019,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1489,wicked (tour: munchkinland),"Durham, NC","Jan 07, 2015 - Jan 25, 2015",Durham Performing Arts Center,2015-01-07 00:00:00,2015-01-25 00:00:00,560,US-NC-560,Raleigh-Durham (Fayetteville) NC,2012,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1490,wicked (tour: munchkinland),"Durham, NC","May 01, 2012 - May 27, 2012",Durham Performing Arts Center,2012-05-01 00:00:00,2012-05-27 00:00:00,560,US-NC-560,Raleigh-Durham (Fayetteville) NC,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1491,wicked (tour: munchkinland),"Durham, NC","Apr 20, 2010 - May 16, 2010",Durham Performing Arts Center,2010-04-20 00:00:00,2010-05-16 00:00:00,560,US-NC-560,Raleigh-Durham (Fayetteville) NC,2013,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1492,wicked (tour: munchkinland),"Tampa, FL","Feb 01, 2017 - Feb 26, 2017","David A. Straz, Jr. Center for the Performing Arts",2017-02-01 00:00:00,2017-02-26 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1493,wicked (tour: munchkinland),"Tampa, FL","Jan 08, 2013 - Jan 27, 2013","David A. Straz, Jr. Center for the Performing Arts",2013-01-08 00:00:00,2013-01-27 00:00:00,539,US-FL-539,Tampa-St. Petersburg (Sarasota) FL,2015,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1494,wicked (tour: munchkinland),"Chicago, IL","Dec 06, 2017 - Jan 21, 2018",James M. Nederlander Theatre,2017-12-06 00:00:00,2018-01-21 00:00:00,602,US-IL-602,Chicago IL,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1495,wicked (tour: munchkinland),"Denver, CO","May 08, 2019 - Jun 09, 2019",Buell Theatre,2019-05-08 00:00:00,2019-06-09 00:00:00,751,US-CO-751,Denver CO,2009,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1496,wicked (tour: munchkinland),"Denver, CO","Jun 03, 2015 - Jul 05, 2015",Buell Theatre,2015-06-03 00:00:00,2015-07-05 00:00:00,751,US-CO-751,Denver CO,2008,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1497,wicked (tour: munchkinland),"Costa Mesa, CA","Feb 17, 2016 - Mar 06, 2016",Segerstrom Center for the Arts,2016-02-17 00:00:00,2016-03-06 00:00:00,803,US-CA-803,Los Angeles CA,2005,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1498,wicked (tour: munchkinland),"Costa Mesa, CA","Mar 08, 2011 - Apr 03, 2011",Segerstrom Center for the Arts,2011-03-08 00:00:00,2011-04-03 00:00:00,803,US-CA-803,Los Angeles CA,2016,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1499,wicked (tour: munchkinland),"San Jose, CA","Aug 14, 2019 - Sep 08, 2019",San Jose Center For The Performing Arts,2019-08-14 00:00:00,2019-09-08 00:00:00,807,US-CA-807,San Francisco-Oakland-San Jose CA,2009,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1500,wicked (tour: munchkinland),"Calgary, AB","Jul 23, 2014 - Aug 17, 2014",Southern Alberta Jubilee Auditorium,2014-07-23 00:00:00,2014-08-17 00:00:00,AB,CA-AB,Calgary,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1501,wicked (tour: munchkinland),"Calgary, AB","Jun 28, 2011 - Jul 17, 2011",Southern Alberta Jubilee Auditorium,2011-06-28 00:00:00,2011-07-17 00:00:00,AB,CA-AB,Calgary,2012,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1502,wicked (tour: munchkinland),"Edmonton, AB","Jul 02, 2014 - Jul 20, 2014",Northern Alberta Jubilee Auditorium,2014-07-02 00:00:00,2014-07-20 00:00:00,AB,CA-AB,Calgary,2004,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1503,wicked (tour: munchkinland),"Edmonton, AB","Jul 19, 2011 - Aug 07, 2011",Northern Alberta Jubilee Auditorium,2011-07-19 00:00:00,2011-08-07 00:00:00,AB,CA-AB,Calgary,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1504,wicked (tour: munchkinland),"Vancouver, BC","May 31, 2011 - Jun 26, 2011",Queen Elizabeth Theatre,2011-05-31 00:00:00,2011-06-26 00:00:00,BC,CA-BC,British Columbia,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1505,wicked (tour: munchkinland),"Philadelphia, PA","Jul 26, 2017 - Aug 27, 2017",Academy Of Music: Kimmel Center,2017-07-26 00:00:00,2017-08-27 00:00:00,504,US-PA-504,Philadelphia PA,2008,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1506,wicked (tour: munchkinland),"Philadelphia, PA","Jan 05, 2010 - Jan 24, 2010",Academy Of Music: Kimmel Center,2010-01-05 00:00:00,2010-01-24 00:00:00,504,US-PA-504,Philadelphia PA,2006,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1507,wicked (tour: munchkinland),"Des Moines, IA","Oct 29, 2013 - Nov 10, 2013",Des Moines Civic Center,2013-10-29 00:00:00,2013-11-10 00:00:00,679,US-IA-679,Des Moines-Ames IA,2010,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1508,wicked (tour: munchkinland),"Des Moines, IA","Nov 08, 2011 - Dec 04, 2011",Des Moines Civic Center,2011-11-08 00:00:00,2011-12-04 00:00:00,679,US-IA-679,Des Moines-Ames IA,2010,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1509,wicked (tour: munchkinland),"Des Moines, IA","Sep 22, 2009 - Oct 18, 2009",Des Moines Civic Center,2009-09-22 00:00:00,2009-10-18 00:00:00,679,US-IA-679,Des Moines-Ames IA,2013,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1510,wicked (tour: munchkinland),"Cincinnati, OH","Sep 13, 2017 - Oct 15, 2017",Aronoff Center For The Arts: Procter &amp; Gamble Hall,2017-09-13 00:00:00,2017-10-15 00:00:00,515,US-OH-515,Cincinatti OH,2018,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1511,wicked (tour: munchkinland),"Louisville, KY","Nov 18, 2015 - Dec 06, 2015",Kentucky Center For The Performing Arts,2015-11-18 00:00:00,2015-12-06 00:00:00,529,US-KY-529,Louisville KY,2013,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1512,wicked (tour: munchkinland),"Louisville, KY","Sep 11, 2012 - Sep 30, 2012",Kentucky Center For The Performing Arts,2012-09-11 00:00:00,2012-09-30 00:00:00,529,US-KY-529,Louisville KY,2019,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1513,wicked (tour: munchkinland),"Memphis, TN","Mar 07, 2018 - Mar 25, 2018",Orpheum Theatre - Memphis,2018-03-07 00:00:00,2018-03-25 00:00:00,640,US-TN-640,Memphis TN,2011,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
1514,wicked (tour: munchkinland),"Memphis, TN","Jan 29, 2014 - Feb 16, 2014",Orpheum Theatre - Memphis,2014-01-29 00:00:00,2014-02-16 00:00:00,640,US-TN-640,Memphis TN,2013,wicked,Musical,2009-03-07 00:00:00,,Original,http://www.ibdb.com/broadway-production/wicked-500380#Tours,2009.0,2003.0,2003-10-30,,Original Production,Musical,
