,Unnamed: 0,Unnamed: 0.1,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year
15836,15836,15836,peter pan (tour),"Fort Worth, TX","Mar 26, 2013 - Mar 31, 2013",Bass Performance Hall,2013-03-26 00:00:00,2013-03-31 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2013
15837,15837,15837,9 to 5 (tour),"Fort Worth, TX","Jul 26, 2011 - Jul 31, 2011",Bass Performance Hall,2011-07-26 00:00:00,2011-07-31 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2011
15838,15838,15838,dirty dancing (tour),"Fort Worth, TX","Jul 07, 2015 - Jul 12, 2015",Bass Performance Hall,2015-07-07 00:00:00,2015-07-12 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2015
15839,15839,15839,the bodyguard (tour),"Fort Worth, TX","Aug 01, 2017 - Aug 06, 2017",Bass Performance Hall,2017-08-01 00:00:00,2017-08-06 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2017
15840,15840,15840,memphis (tour),"Fort Worth, TX","Feb 12, 2013 - Feb 17, 2013",Bass Performance Hall,2013-02-12 00:00:00,2013-02-17 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2013
15841,15841,15841,legally blonde (tour),"Fort Worth, TX","Aug 04, 2009 - Aug 09, 2009",Bass Performance Hall,2009-08-04 00:00:00,2009-08-09 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2009
15842,15842,15842,grease (tour),"Fort Worth, TX","Sep 01, 2009 - Sep 06, 2009",Bass Performance Hall,2009-09-01 00:00:00,2009-09-06 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2009
15843,15843,15843,little house on the prairie (tour),"Fort Worth, TX","Jun 08, 2010 - Jun 13, 2010",Bass Performance Hall,2010-06-08 00:00:00,2010-06-13 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2010
15844,15844,15844,fiddler on the roof (tour),"Fort Worth, TX","Mar 09, 2010 - Mar 14, 2010",Bass Performance Hall,2010-03-09 00:00:00,2010-03-14 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2010
15845,15845,15845,mamma mia! (tour: second national),"Fort Worth, TX","Feb 01, 2011 - Feb 05, 2011",Bass Performance Hall,2011-02-01 00:00:00,2011-02-05 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2011
15846,15846,15846,mamma mia! (tour: second national),"Fort Worth, TX","Sep 09, 2008 - Sep 14, 2008",Bass Performance Hall,2008-09-09 00:00:00,2008-09-14 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2008
15847,15847,15847,mamma mia! (tour: second national),"Fort Worth, TX","Jul 18, 2006 - Jul 23, 2006",Bass Performance Hall,2006-07-18 00:00:00,2006-07-23 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2006
15849,15849,15849,chicago (tour),"Fort Worth, TX","Jun 17, 2011 - Jun 19, 2011",Bass Performance Hall,2011-06-17 00:00:00,2011-06-19 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2011
15850,15850,15850,the color purple (tour),"Fort Worth, TX","Jan 26, 2010 - Jan 31, 2010",Bass Performance Hall,2010-01-26 00:00:00,2010-01-31 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2010
15851,15851,15851,avenue q (tour),"Fort Worth, TX","Jul 08, 2008 - Jul 13, 2008",Bass Performance Hall,2008-07-08 00:00:00,2008-07-13 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2008
15852,15852,15852,spamalot (tour),"Fort Worth, TX","Jun 24, 2008 - Jun 29, 2008",Bass Performance Hall,2008-06-24 00:00:00,2008-06-29 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2008
15853,15853,15853,dirty rotten scoundrels (tour),"Fort Worth, TX","Jul 24, 2007 - Jul 29, 2007",Bass Performance Hall,2007-07-24 00:00:00,2007-07-29 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2007
15854,15854,15854,all shook up (tour),"Fort Worth, TX","May 01, 2007 - May 06, 2007",Bass Performance Hall,2007-05-01 00:00:00,2007-05-06 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2007
15855,15855,15855,movin' out (tour),"Fort Worth, TX","Jul 26, 2005 - Jul 31, 2005",Bass Performance Hall,2005-07-26 00:00:00,2005-07-31 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2005
15856,15856,15856,the 25th annual putnam county spelling bee (tour),"Fort Worth, TX","Sep 04, 2007 - Sep 09, 2007",Bass Performance Hall,2007-09-04 00:00:00,2007-09-09 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2007
15857,15857,15857,hairspray (tour),"Fort Worth, TX","Apr 18, 2006 - Apr 23, 2006",Bass Performance Hall,2006-04-18 00:00:00,2006-04-23 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2006
15858,15858,15858,the producers (tour: leo),"Fort Worth, TX","Jun 21, 2005 - Jun 26, 2005",Bass Performance Hall,2005-06-21 00:00:00,2005-06-26 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2005
15859,15859,15859,thoroughly modern millie (tour),"Fort Worth, TX","Sep 28, 2004 - Oct 03, 2004",Bass Performance Hall,2004-09-28 00:00:00,2004-10-03 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2004
15860,15860,15860,urinetown (tour),"Fort Worth, TX","Jun 09, 2004 - Jun 13, 2004",Bass Performance Hall,2004-06-09 00:00:00,2004-06-13 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2004
15861,15861,15861,i love lucy live on stage (tour),"Fort Worth, TX","Mar 11, 2014 - Mar 16, 2014",Bass Performance Hall,2014-03-11 00:00:00,2014-03-16 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2014
15863,15863,15863,legends! (tour),"Fort Worth, TX","Apr 03, 2007 - Apr 08, 2007",Bass Performance Hall,2007-04-03 00:00:00,2007-04-08 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2007
15869,15869,15869,the exonerated (tour),"Fort Worth, TX","Feb 17, 2004 - Feb 22, 2004",Casa Manana,2004-02-17 00:00:00,2004-02-22 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2004
15873,15873,15873,les misérables (tour: third national),"Fort Worth, TX","May 31, 2004 - Jun 06, 2004",Bass Performance Hall,2004-05-31 00:00:00,2004-06-06 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2004
15879,15879,15879,irving berlin's white christmas (tour: 2011),"Fort Worth, TX","Nov 29, 2011 - Dec 04, 2011",Bass Performance Hall,2011-11-29 00:00:00,2011-12-04 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2011
15892,15892,15892,on golden pond (tour),"Fort Worth, TX","Sep 05, 2006 - Sep 10, 2006",Bass Performance Hall,2006-09-05 00:00:00,2006-09-10 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2006
15893,15893,15893,waitress (tour),"Fort Worth, TX","Jun 19, 2018 - Jun 24, 2018",Bass Performance Hall,2018-06-19 00:00:00,2018-06-24 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2018
15894,15894,15894,on your feet! (tour),"Fort Worth, TX","Apr 10, 2019 - Apr 14, 2019",Bass Performance Hall,2019-04-10 00:00:00,2019-04-14 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2019
15895,15895,15895,school of rock – the musical (tour),"Fort Worth, TX","Aug 28, 2018 - Sep 02, 2018",Bass Performance Hall,2018-08-28 00:00:00,2018-09-02 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2018
15896,15896,15896,love never dies (tour),"Fort Worth, TX","Aug 07, 2018 - Aug 12, 2018",Bass Performance Hall,2018-08-07 00:00:00,2018-08-12 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2018
15897,15897,15897,les misérables (tour),"Fort Worth, TX","Jun 25, 2019 - Jun 30, 2019",Bass Performance Hall,2019-06-25 00:00:00,2019-06-30 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2019
15899,15899,15899,irving berlin's white christmas (tour),"Fort Worth, TX","Nov 14, 2017 - Nov 19, 2017",Bass Performance Hall,2017-11-14 00:00:00,2017-11-19 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2017
15900,15900,15900,a night with janis joplin (tour),"Fort Worth, TX","Jan 23, 2018 - Jan 23, 2018",Bass Performance Hall,2018-01-23 00:00:00,2018-01-23 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2018
15902,15902,15902,miss saigon (tour),"Fort Worth, TX","Dec 03, 2019 - Dec 08, 2019",Bass Performance Hall,2019-12-03 00:00:00,2019-12-08 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2019
15903,15903,15903,anastasia (tour),"Fort Worth, TX","May 28, 2019 - Jun 02, 2019",Bass Performance Hall,2019-05-28 00:00:00,2019-06-02 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2019
15904,15904,15904,a bronx tale the musical (tour),"Fort Worth, TX","Jul 23, 2019 - Jul 28, 2019",Bass Performance Hall,2019-07-23 00:00:00,2019-07-28 00:00:00,623,US-TX-623,Dallas-Ft. Worth TX,2019
15919,15919,15919,the book of mormon (tour: jumamosi),"Tucson, AZ","Apr 03, 2018 - Apr 08, 2018",Centennial Hall,2018-04-03 00:00:00,2018-04-08 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
15920,15920,15920,the book of mormon (tour: latter day),"Tucson, AZ","Feb 16, 2016 - Feb 21, 2016",Centennial Hall,2016-02-16 00:00:00,2016-02-21 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2016
15921,15921,15921,kinky boots (tour),"Tucson, AZ","Mar 14, 2017 - Mar 19, 2017",Centennial Hall,2017-03-14 00:00:00,2017-03-19 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2017
15922,15922,15922,newsies the musical (tour),"Tucson, AZ","Apr 21, 2015 - Apr 26, 2015",Centennial Hall,2015-04-21 00:00:00,2015-04-26 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2015
15923,15923,15923,jersey boys (tour),"Tucson, AZ","Jun 17, 2014 - Jun 22, 2014",Centennial Hall,2014-06-17 00:00:00,2014-06-22 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2014
15925,15925,15925,once (tour),"Tucson, AZ","Mar 31, 2015 - Apr 05, 2015",Centennial Hall,2015-03-31 00:00:00,2015-04-05 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2015
15926,15926,15926,wicked (tour: emerald city),"Tucson, AZ","Mar 19, 2013 - Apr 07, 2013",Music Hall,2013-03-19 00:00:00,2013-04-07 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013
15927,15927,15927,wicked (tour: munchkinland),"Tucson, AZ","Jan 04, 2011 - Jan 23, 2011",Centennial Hall,2011-01-04 00:00:00,2011-01-23 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2011
15928,15928,15928,the phantom of the opera (tour),"Tucson, AZ","Oct 20, 2015 - Nov 01, 2015",Centennial Hall,2015-10-20 00:00:00,2015-11-01 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2015
15929,15929,15929,million dollar quartet (tour),"Tucson, AZ","May 07, 2013 - May 12, 2013",Music Hall,2013-05-07 00:00:00,2013-05-12 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013
15930,15930,15930,the illusionists - witness the impossible (tour),"Tucson, AZ","Mar 22, 2019 - Mar 23, 2019",Centennial Hall,2019-03-22 00:00:00,2019-03-23 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2019
15931,15931,15931,joseph and the amazing technicolor dreamcoat (tour: 2014),"Tucson, AZ","Jan 07, 2015 - Jan 11, 2015",Centennial Hall,2015-01-07 00:00:00,2015-01-11 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2015
15932,15932,15932,chicago (tour),"Tucson, AZ","Apr 22, 2016 - Apr 24, 2016",Centennial Hall,2016-04-22 00:00:00,2016-04-24 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2016
15933,15933,15933,the sound of music (tour),"Tucson, AZ","Nov 29, 2016 - Dec 04, 2016",Centennial Hall,2016-11-29 00:00:00,2016-12-04 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2016
15934,15934,15934,beautiful the carole king musical (tour),"Tucson, AZ","Oct 03, 2017 - Oct 08, 2017",Centennial Hall,2017-10-03 00:00:00,2017-10-08 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2017
15935,15935,15935,cabaret (tour),"Tucson, AZ","Sep 20, 2016 - Sep 25, 2016",Centennial Hall,2016-09-20 00:00:00,2016-09-25 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2016
15936,15936,15936,finding neverland (tour),"Tucson, AZ","Apr 24, 2018 - Apr 29, 2018",Centennial Hall,2018-04-24 00:00:00,2018-04-29 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
15937,15937,15937,the king and i (tour),"Tucson, AZ","Mar 13, 2018 - Mar 18, 2018",Centennial Hall,2018-03-13 00:00:00,2018-03-18 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
15938,15938,15938,anything goes (tour),"Tucson, AZ","Nov 20, 2012 - Nov 25, 2012",Music Hall,2012-11-20 00:00:00,2012-11-25 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2012
15939,15939,15939,fela! (tour),"Tucson, AZ","Apr 12, 2013 - Apr 13, 2013",Centennial Hall,2013-04-12 00:00:00,2013-04-13 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013
15940,15940,15940,sister act (tour),"Tucson, AZ","Oct 08, 2013 - Oct 13, 2013",Centennial Hall,2013-10-08 00:00:00,2013-10-13 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013
15941,15941,15941,mary poppins (tour),"Tucson, AZ","May 15, 2012 - May 20, 2012",Music Hall,2012-05-15 00:00:00,2012-05-20 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2012
15942,15942,15942,west side story (tour),"Tucson, AZ","Sep 20, 2011 - Sep 25, 2011",Music Hall,2011-09-20 00:00:00,2011-09-25 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2011
15943,15943,15943,dirty dancing (tour),"Tucson, AZ","Jan 24, 2017 - Jan 29, 2017",Centennial Hall,2017-01-24 00:00:00,2017-01-29 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2017
15944,15944,15944,the bodyguard (tour),"Tucson, AZ","Apr 12, 2017 - Apr 16, 2017",Centennial Hall,2017-04-12 00:00:00,2017-04-16 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2017
15945,15945,15945,memphis (tour),"Tucson, AZ","Feb 26, 2013 - Mar 03, 2013",Music Hall,2013-02-26 00:00:00,2013-03-03 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2013
15946,15946,15946,legally blonde (tour),"Tucson, AZ","Jan 19, 2010 - Jan 24, 2010",Music Hall,2010-01-19 00:00:00,2010-01-24 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2010
15947,15947,15947,who's afraid of virginia woolf? (tour),"Tucson, AZ","May 15, 2007 - May 20, 2007",Music Hall,2007-05-15 00:00:00,2007-05-20 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2007
15948,15948,15948,high school musical (tour),"Tucson, AZ","Jan 02, 2008 - Jan 06, 2008",Music Hall,2008-01-02 00:00:00,2008-01-06 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2008
15949,15949,15949,grease (tour),"Tucson, AZ","Feb 24, 2009 - Mar 01, 2009",Music Hall,2009-02-24 00:00:00,2009-03-01 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2009
15950,15950,15950,fiddler on the roof (tour),"Tucson, AZ","Feb 23, 2010 - Feb 28, 2010",Music Hall,2010-02-23 00:00:00,2010-02-28 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2010
15951,15951,15951,mamma mia! (tour: second national),"Tucson, AZ","Apr 21, 2009 - Apr 26, 2009",Music Hall,2009-04-21 00:00:00,2009-04-26 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2009
15952,15952,15952,mamma mia! (tour: second national),"Tucson, AZ","Mar 07, 2006 - Mar 12, 2006",Centennial Hall,2006-03-07 00:00:00,2006-03-12 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
15954,15954,15954,chicago (tour),"Tucson, AZ","Apr 13, 2010 - Apr 18, 2010",Music Hall,2010-04-13 00:00:00,2010-04-18 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2010
15955,15955,15955,a bronx tale (tour),"Tucson, AZ","Jan 27, 2009 - Feb 01, 2009",Music Hall,2009-01-27 00:00:00,2009-02-01 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2009
15956,15956,15956,the lion king (tour: cheetah),"Tucson, AZ","Aug 14, 2006 - Sep 24, 2006",Music Hall,2006-08-14 00:00:00,2006-09-24 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
15957,15957,15957,avenue q (tour),"Tucson, AZ","Oct 16, 2007 - Oct 21, 2007",Music Hall,2007-10-16 00:00:00,2007-10-21 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2007
15958,15958,15958,spamalot (tour),"Tucson, AZ","Sep 22, 2009 - Sep 27, 2009",Music Hall,2009-09-22 00:00:00,2009-09-27 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2009
15959,15959,15959,dirty rotten scoundrels (tour),"Tucson, AZ","Apr 17, 2007 - Apr 22, 2007",Music Hall,2007-04-17 00:00:00,2007-04-22 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2007
15960,15960,15960,little women (tour),"Tucson, AZ","Sep 20, 2005 - Sep 25, 2005",Music Hall,2005-09-20 00:00:00,2005-09-25 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005
15961,15961,15961,altar boyz (tour),"Tucson, AZ","Jan 23, 2007 - Jan 28, 2007",Music Hall,2007-01-23 00:00:00,2007-01-28 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2007
15962,15962,15962,doctor dolittle (tour: 2006),"Tucson, AZ","Mar 14, 2006 - Mar 19, 2006",Music Hall,2006-03-14 00:00:00,2006-03-19 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
15963,15963,15963,all shook up (tour),"Tucson, AZ","Jan 02, 2007 - Jan 07, 2007",Music Hall,2007-01-02 00:00:00,2007-01-07 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2007
15964,15964,15964,annie (tour),"Tucson, AZ","Oct 25, 2005 - Oct 30, 2005",Music Hall,2005-10-25 00:00:00,2005-10-30 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005
15965,15965,15965,movin' out (tour),"Tucson, AZ","Sep 07, 2004 - Sep 12, 2004",Music Hall,2004-09-07 00:00:00,2004-09-12 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15966,15966,15966,little shop of horrors (tour),"Tucson, AZ","Feb 07, 2006 - Feb 12, 2006",University Of Arizona Performance Center,2006-02-07 00:00:00,2006-02-12 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
15968,15968,15968,the 25th annual putnam county spelling bee (tour),"Tucson, AZ","Feb 19, 2008 - Feb 24, 2008",Music Hall,2008-02-19 00:00:00,2008-02-24 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2008
15969,15969,15969,hairspray (tour),"Tucson, AZ","Oct 26, 2004 - Nov 07, 2004",Centennial Hall,2004-10-26 00:00:00,2004-11-07 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15970,15970,15970,the producers (tour: leo),"Tucson, AZ","May 25, 2004 - Jun 06, 2004",Centennial Hall,2004-05-25 00:00:00,2004-06-06 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15971,15971,15971,thoroughly modern millie (tour),"Tucson, AZ","Apr 26, 2005 - May 01, 2005",Music Hall,2005-04-26 00:00:00,2005-05-01 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005
15972,15972,15972,urinetown (tour),"Tucson, AZ","Apr 13, 2004 - Apr 18, 2004",Centennial Hall,2004-04-13 00:00:00,2004-04-18 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15973,15973,15973,i love lucy live on stage (tour),"Tucson, AZ","Mar 25, 2014 - Mar 30, 2014",Music Hall,2014-03-25 00:00:00,2014-03-30 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2014
15974,15974,15974,jesus christ superstar (tour),"Tucson, AZ","Feb 24, 2004 - Feb 29, 2004",Centennial Hall,2004-02-24 00:00:00,2004-02-29 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15975,15975,15975,evita (tour: 2004),"Tucson, AZ","Jan 24, 2006 - Jan 29, 2006",Music Hall,2006-01-24 00:00:00,2006-01-29 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
15976,15976,15976,big river (tour),"Tucson, AZ","Jan 03, 2005 - Jan 09, 2005",University Of Arizona Performance Center,2005-01-03 00:00:00,2005-01-09 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005
15978,15978,15978,peter pan (tour),"Tucson, AZ","Nov 23, 2004 - Nov 28, 2004",Music Hall,2004-11-23 00:00:00,2004-11-28 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2004
15989,15989,15989,chicago (tour),"Tucson, AZ","Jan 25, 2005 - Jan 30, 2005",Music Hall,2005-01-25 00:00:00,2005-01-30 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2005
15990,15990,15990,les misérables (tour: third national),"Tucson, AZ","May 09, 2006 - May 14, 2006",Music Hall,2006-05-09 00:00:00,2006-05-14 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2006
16007,16007,16007,motown the musical (tour),"Tucson, AZ","Feb 21, 2017 - Feb 26, 2017",Centennial Hall,2017-02-21 00:00:00,2017-02-26 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2017
16010,16010,16010,waitress (tour),"Tucson, AZ","Dec 04, 2018 - Dec 09, 2018",Centennial Hall,2018-12-04 00:00:00,2018-12-09 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
16011,16011,16011,on your feet! (tour),"Tucson, AZ","Nov 13, 2018 - Nov 18, 2018",Centennial Hall,2018-11-13 00:00:00,2018-11-18 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
16013,16013,16013,les misérables (tour),"Tucson, AZ","Sep 04, 2018 - Sep 09, 2018",Centennial Hall,2018-09-04 00:00:00,2018-09-09 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
16015,16015,16015,a night with janis joplin (tour),"Tucson, AZ","Feb 06, 2018 - Feb 06, 2018",Fox Theatre,2018-02-06 00:00:00,2018-02-06 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2018
16018,16018,16018,"hello, dolly! (tour)","Tucson, AZ","Oct 22, 2019 - Oct 27, 2019",Centennial Hall,2019-10-22 00:00:00,2019-10-27 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2019
16019,16019,16019,anastasia (tour),"Tucson, AZ","Nov 19, 2019 - Nov 24, 2019",Centennial Hall,2019-11-19 00:00:00,2019-11-24 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2019
16022,16022,16022,cats (tour),"Tucson, AZ","Apr 30, 2019 - May 05, 2019",Centennial Hall,2019-04-30 00:00:00,2019-05-05 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2019
16029,16029,16029,jesus christ superstar (tour),"Tucson, AZ","Dec 03, 2019 - Dec 08, 2019",Centennial Hall,2019-12-03 00:00:00,2019-12-08 00:00:00,789,US-AZ-789,Tucson (Sierra Vista) AZ,2019
16054,16054,16054,the book of mormon (tour: jumamosi),"Peoria, IL","Jun 07, 2016 - Jun 12, 2016",Peoria Civic Center Theatre,2016-06-07 00:00:00,2016-06-12 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2016
16055,16055,16055,kinky boots (tour),"Peoria, IL","Sep 22, 2015 - Sep 27, 2015",Peoria Civic Center Theatre,2015-09-22 00:00:00,2015-09-27 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2015
16056,16056,16056,jersey boys (tour),"Peoria, IL","Nov 19, 2019 - Nov 20, 2019",Peoria Civic Center Theatre,2019-11-19 00:00:00,2019-11-20 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2019
16057,16057,16057,jersey boys (tour),"Peoria, IL","Feb 12, 2013 - Feb 24, 2013",Peoria Civic Center Theatre,2013-02-12 00:00:00,2013-02-24 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2013
16058,16058,16058,wicked (tour: emerald city),"Peoria, IL","Oct 11, 2011 - Oct 30, 2011",Peoria Civic Center Theatre,2011-10-11 00:00:00,2011-10-30 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2011
16059,16059,16059,wicked (tour: munchkinland),"Peoria, IL","Oct 26, 2016 - Nov 06, 2016",Peoria Civic Center Theatre,2016-10-26 00:00:00,2016-11-06 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2016
16060,16060,16060,million dollar quartet (tour),"Peoria, IL","Jan 07, 2014 - Jan 08, 2014",Peoria Civic Center Theatre,2014-01-07 00:00:00,2014-01-08 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2014
16062,16062,16062,the illusionists - witness the impossible (tour),"Peoria, IL","Oct 21, 2015 - Oct 22, 2015",Peoria Civic Center Theatre,2015-10-21 00:00:00,2015-10-22 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2015
16063,16063,16063,chicago (tour),"Peoria, IL","Sep 24, 2013 - Sep 25, 2013",Peoria Civic Center Theatre,2013-09-24 00:00:00,2013-09-25 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2013
16064,16064,16064,irving berlin's white christmas (tour: 2014),"Peoria, IL","Nov 11, 2014 - Nov 16, 2014",Peoria Civic Center Theatre,2014-11-11 00:00:00,2014-11-16 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2014
16065,16065,16065,mary poppins (tour),"Peoria, IL","Oct 30, 2012 - Nov 04, 2012",Peoria Civic Center Theatre,2012-10-30 00:00:00,2012-11-04 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2012
16066,16066,16066,billy elliot: the musical (tour),"Peoria, IL","Mar 11, 2013 - Mar 15, 2013",Peoria Civic Center Theatre,2013-03-11 00:00:00,2013-03-15 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2013
16067,16067,16067,mamma mia! (tour: second national),"Peoria, IL","Oct 14, 2008 - Oct 19, 2008",Peoria Civic Center Theatre,2008-10-14 00:00:00,2008-10-19 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2008
16068,16068,16068,mamma mia! (tour: second national),"Peoria, IL","Jan 04, 2005 - Jan 09, 2005",Peoria Civic Center Theatre,2005-01-04 00:00:00,2005-01-09 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2005
16069,16069,16069,spamalot (tour),"Peoria, IL","Jan 13, 2009 - Jan 18, 2009",Peoria Civic Center Theatre,2009-01-13 00:00:00,2009-01-18 00:00:00,675,US-IL-675,Peoria-Bloomington IL,2009
